food_code,food_name,primarysource,secondarysource,Primary food group,food_group_nin,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g
BFP147,Instant idli (with semolina),bfp_manual,,,,1034.13,247.29,43.4,9.16,3.61,3.35,7.13
BFP148,Plain dosa,bfp_manual,,,,1588.71,380.91,64.08,10.34,8.43,0.7,5.23
BFP150,Masala dosa mixed vegetable fillings,bfp_manual,,,,602.95,144.53,23.02,4.84,3.26,1.53,4.31
BFP151,Masala dosa paneer fillings,bfp_manual,,,,1014.71,243.12,29.76,10.31,8.84,4.81,3.11
BFP152,Uttapam,bfp_manual,,,,1065.34,255.95,36.28,6.18,9.03,1.5,4.4
BFP153,Appam,bfp_manual,,,,1120.32,267.7,13.28,3.12,22.63,4.16,6.19
BFP154,Beans and macaroni,bfp_manual,,,,569.73,136.08,14.24,4.58,7.01,1.68,2.05
BFP155,Spaghetti bolognese,bfp_manual,,,,408.45,97.43,10.04,9.35,9.51,1.41,1.08
BFP157,Meat and macaroni casserole,bfp_manual,,,,676.14,161.55,16.12,9.15,10.17,1,1.19
BFP158,Spaghetti with meat balls and tomato sauce,bfp_manual,,,,658.93,158.13,10.46,5.61,10.64,1.87,1.11
BFP159,Spaghetti with paneer balls and tomato sauce,bfp_manual,,,,660.93,158.54,12.72,3.95,10.44,3.03,1.25
BFP161,Lasagne with meat sauce,bfp_manual,,,,265,63.38,5.38,2.9,3.43,1.04,0.47
BFP162,Lasagne with vegetables,bfp_manual,,,,206.4,49.23,5.9,1.71,2.16,1.37,0.66
BFP165,Home made egg noodles,bfp_manual,,,,1005.75,240.84,42.92,6.55,4.37,1.03,1.6
BFP170,Sour lentils (Khatti dal),bfp_manual,,,,145.56,34.79,6.04,2.22,0.12,1.25,1.22
BFP171,Urad special dehusked,bfp_manual,,,,289.35,69.43,8.86,3.14,2.17,1.32,2.5
BFP172,Arhar with spinach (Arhar dal aur palak),bfp_manual,,,,219.53,52.84,4.77,2.05,2.76,0.23,1.3
BFP174,Moong dal with vadi,bfp_manual,,,,99.51,24.08,1,0.4,2.05,0.45,0.39
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),bfp_manual,,,,111.55,26.74,3.37,1.13,0.88,0.83,1.6
BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),bfp_manual,,,,101.82,24.41,2.85,1.11,0.87,0.44,1.54
BFP178,Green gram whole with baghar (Sabut moong dal with tadka),bfp_manual,,,,264.04,63.43,6.8,3.23,2.48,0.15,3.02
BFP179,Urad sabut special,bfp_manual,,,,329.11,79.39,5.03,2.33,5.46,0.86,2.15
BFP185,Kabuli channa curry,bfp_manual,,,,287.29,68.57,7.63,2.92,3.06,1.24,1.12
BFP187,Besan gatte curry,bfp_manual,,,,791.86,189.38,16.26,7.75,10.72,4.5,3.25
BFP190,Dry masala chops,bfp_manual,,,,563.44,135.07,3.3,9.08,9.54,2.27,0.86
BFP194,Mutton korma,bfp_manual,,,,481.74,115.64,2.53,7.09,8.54,1.64,0.78
BFP196,Shahi keema kofta curry,bfp_manual,,,,1722.07,418.13,1.73,4.14,43.83,0.78,0.91
BFP197,Minced meat ball curry,bfp_manual,,,,456.26,109.79,2.86,6.82,7.85,1.27,1.49
BFP198,Boti kebab,bfp_manual,,,,554.28,132.86,3.06,9.22,9.27,2.09,0.76
BFP199,Mutton seekh kebab,bfp_manual,,,,560.46,133.94,3.11,11.25,8.43,1.4,1.88
BFP201,Indian lamb and egg curry (Nargisi kofta),bfp_manual,,,,1383.64,335.75,2.07,3.84,34.7,0.75,0.6
BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),bfp_manual,,,,2061.9,500.94,3.27,2.85,55.99,1.1,0.86
BFP204,Soya chunks korma (Nutrinugget korma),bfp_manual,,,,546.59,131.43,7.67,3.86,9.5,4.66,2.57
BFP205,Mushroom matar,bfp_manual,,,,293.62,70.77,5.33,2.79,4.11,1.39,3.13
BFP206,Soya chunks and peas (Nutrinugget matar),bfp_manual,,,,342.63,82.62,5.82,3.03,5.11,1.64,2.86
BFP207,Vegetable yakhni,bfp_manual,,,,1672.03,406.06,1.94,1.18,43.8,1.44,0.61
BFP208,Spinach mushroom (Palak mushroom),bfp_manual,,,,197.65,47.63,2.95,1.94,2.96,1,2.27
BFP210,Vegetarian nargisi kofta curry,bfp_manual,,,,1369.48,332.15,6.58,2.29,32.94,1.65,0.86
BFP212,Roast chicken,bfp_manual,,,,833.38,199.9,0.1,20.49,13.06,0.05,0.03
BFP214,Shahi chicken masala,bfp_manual,,,,680.74,163.7,4.07,9.82,12.02,2.86,0.96
BFP216,Tomato chicken,bfp_manual,,,,465.81,111.68,2.13,10.57,6.71,0.93,1.42
BFP217,Creamy chicken,bfp_manual,,,,637.49,152.87,3.13,13.52,9.57,2.11,0.69
BFP218,Broccoli chicken ala king,bfp_manual,,,,500.33,119.56,5.34,7.97,7.57,2.49,1.92
BFP220,Ginger chicken,bfp_manual,,,,538.19,129.17,5.6,8.24,8.24,1.95,1.21
BFP221,Chicken sweet and sour,bfp_manual,,,,1834.35,445.09,2.67,6.92,47.59,0.89,0.58
BFP222,Chicken korma,bfp_manual,,,,616.78,147.96,5.43,9.83,9.67,3.32,1.82
BFP223,Bengal fish curry (Bengali machli curry),bfp_manual,,,,458.08,109.43,4.42,7.26,7.03,2.39,1.93
BFP226,Fish finger,bfp_manual,,,,2236.49,542.9,4.47,5.66,55.82,0.17,0.34
BFP229,Fish in coconut milk (Nariyal ke doodh ke saath machli),bfp_manual,,,,359.89,86.21,2.73,8.66,4.43,1.55,1.52
BFP230,Prawn curry (with coconut) (Jhinga curry),bfp_manual,,,,456.07,109.55,3.1,8.54,6.93,2.03,1.56
BFP231,Baked stuffed fish,bfp_manual,,,,510.13,121.96,2.12,16.14,5.43,0.35,0.38
BFP232,Fish pie,bfp_manual,,,,504.07,120.9,7.74,9.25,5.77,1.13,0.76
BFP233,Crispy baked fish,bfp_manual,,,,579.51,138.4,9.59,10.95,6.41,1.53,1.21
BFP234,Fish souffle,bfp_manual,,,,582.36,139.71,5.14,10.51,8.55,2.09,0.19
BFP239,Potato curry (Aloo ki sabzi),bfp_manual,,,,372.12,89.56,10.42,1.52,4.47,1.58,2.42
BFP240,Egg curry (Anda curry),bfp_manual,,,,488.28,117.52,4.03,5.38,8.81,1.9,2.09
BFP241,Vegetable curry with coconut,bfp_manual,,,,346.17,83.07,7.19,2.77,4.66,1.41,3.35
BFP242,Curd with potatoes (Dahi aloo),bfp_manual,,,,249.6,59.9,7.15,1.56,2.72,1.82,1.19
BFP246,Potato kofta curry (Aloo kofta curry),bfp_manual,,,,1873.55,455.4,2.78,0.56,49.08,0.63,0.56
BFP249,Yam kofta curry (Zimikand/Suran kofta curry),bfp_manual,,,,1328.95,322.88,3.75,0.71,33.84,0.63,1.04
BFP250,Jackfruit kofta curry (Kathal ka kofta curry),bfp_manual,,,,1321.43,321.08,3.17,0.8,33.83,2.4,0.96
BFP257,Spinach and potato (Palak aloo),bfp_manual,,,,237.65,57.17,5.91,1.63,2.82,0.93,2.04
BFP258,Mooli bhujia,bfp_manual,,,,381.68,91.2,4.74,1.69,7.25,1.07,2.36
BFP259,Bathua bhujia,bfp_manual,,,,380.42,90.9,3.63,2.26,7.29,1.08,3.8
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),bfp_manual,,,,592.14,142.48,6.09,8.21,9.36,1.26,1.84
BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),bfp_manual,,,,518.75,124.63,7.03,5.76,8.17,3.81,2.35
BFP263,Dry arbi (Sookhi arbi),bfp_manual,,,,558.91,134.95,11.11,2.12,8.97,1.55,2.47
BFP264,Masala arbi,bfp_manual,,,,768.05,185.38,16.16,3.01,11.9,0.81,3.1
BFP266,Peas brinjal bhartha (Matar baingan bhartha),bfp_manual,,,,350,84.55,5.02,2.05,6.05,1.57,3.63
BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),bfp_manual,,,,457.73,110.81,4.5,1.83,9.27,1.42,3.57
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),bfp_manual,,,,2707.49,657.76,4.35,1.91,70.4,0.26,1.75
BFP272,Beans foogath,bfp_manual,,,,435.99,105.06,3.26,2.03,9.22,1.7,4.15
BFP273,Stuffed bittergourd (wet) (Bharwa karele),bfp_manual,,,,669.5,162.36,4.68,1.36,15.24,1.95,2.86
BFP274,Jackfruit/Kathal (dry),bfp_manual,,,,2012.05,488.97,4.56,0.93,51.78,3.55,1.33
BFP275,Yam fried (Zimikand/Suran fried),bfp_manual,,,,2023.72,491.76,5.47,0.79,51.79,0.8,1.44
BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",bfp_manual,,,,396.86,95.67,8.23,2.75,5.54,1.47,3.26
BFP277,Vegetable jalfrezi,bfp_manual,,,,283.89,68.48,5.43,1.4,4.38,1.79,2.97
BFP278,Vegetables stir fry,bfp_manual,,,,128.24,30.78,3.19,1.04,1.47,0.86,1.37
BFP279,Broccoli delight,bfp_manual,,,,172.18,40.7,2.34,2.49,2.48,1.08,2.83
BFP280,Dhansak (vegetarian),bfp_manual,,,,344.57,82.8,7.28,3.32,4.18,0.91,4.17
BFP282,Cauliflower basket,bfp_manual,,,,378.52,90.95,3.97,5.21,5.88,1.47,2.4
BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),bfp_manual,,,,388.48,93.19,4.36,5.84,5.8,1.52,1.18
BFP286,Ducheese potato,bfp_manual,,,,583.32,140.54,10.94,3.6,9.01,0.29,1.29
BFP287,Roast potatoes,bfp_manual,,,,363.95,87.32,14.52,1.53,2.35,0.33,1.71
BFP288,Stuffed baked potatoes,bfp_manual,,,,417.77,100.2,11.03,3.82,4.39,0.4,1.31
BFP289,Potato nests,bfp_manual,,,,465.24,111.62,11.05,5.71,4.77,1.41,2.49
BFP290,Parsley potato,bfp_manual,,,,496.08,119.51,13.81,1.49,6.28,0.34,1.59
BFP291,Creamed spinach and mushroom,bfp_manual,,,,1727.58,419.62,3.17,2.28,44.14,1.17,1.02
BFP292,Fricassee of Mushroom,bfp_manual,,,,444.43,106.66,8.13,3.65,6.63,2.51,1.23
BFP293,Cauliflower au gratin,bfp_manual,,,,607.02,145.9,9.13,4.45,10.2,3.01,1.44
BFP294,Vegetable and cheese pie,bfp_manual,,,,527.01,126.88,8.76,4.03,8.28,2.69,1.91
BFP296,Spinach souffle,bfp_manual,,,,624.03,150.18,6.27,7.36,10.52,0.89,1.44
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),bfp_manual,,,,352.91,84.92,3.4,3.36,6.45,1.97,0.55
BFP300,Sour cream potato salad,bfp_manual,,,,505.89,121.9,9.05,2.89,8.13,0.84,1.21
BFP301,Tossed green salad,bfp_manual,,,,207.56,49.88,3.82,1.33,3.24,1.9,1.33
BFP302,Spring basket salad,bfp_manual,,,,668.29,160.46,11.61,3.36,11.3,1.46,3.09
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),bfp_manual,,,,151.79,36.13,4.72,2.09,0.93,2.28,1.66
BFP305,Chicken and tomato towers,bfp_manual,,,,418.09,100.55,2.36,6.9,6.99,1.21,1.14
BFP306,Jellied sunshine fruit salad,bfp_manual,,,,206.04,48.86,4.21,5.85,0.85,2.86,1.8
BFP307,Tomato aspic,bfp_manual,,,,212.86,50.37,5.02,6.87,0.26,3.21,1.58
BFP308,Frozen frosty fruit salad (Phalon ka salaad),bfp_manual,,,,436.01,103.51,15.61,1.68,4.17,14.38,0.26
BFP310,French dressing,bfp_manual,,,,3018.61,733.77,3.68,0.32,79.65,3.01,0.22
BFP312,Mayonnaise without eggs,bfp_manual,,,,1356.58,329.05,3.98,2.13,33.84,3.68,0.04
BFP313,Curd dressing,bfp_manual,,,,332.04,78.8,8.03,5.59,2.9,7.57,0.22
BFP316,Carrot raita (Gajar ka raita),bfp_manual,,,,272.64,64.78,7.19,4.14,2.19,5.99,1.69
BFP318,Pumpkin raita (Kaddu ka raita),bfp_manual,,,,234.09,55.6,6.02,3.74,1.88,5.48,1.04
BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),bfp_manual,,,,468.81,112.05,7.31,7.05,6.19,6.17,1.79
BFP321,Spinach raita (Palak ka raita),bfp_manual,,,,221.94,52.75,5.06,3.95,1.86,3.97,1.39
BFP322,Bathua raita,bfp_manual,,,,228.83,54.4,5.31,4.13,1.76,4.11,2.19
BFP325,Pineapple raita (Ananas ka raita),bfp_manual,,,,284.98,67.74,8.62,3.9,2.02,8.12,1.39
BFP326,Banana raita (Kele ka raita),bfp_manual,,,,374.07,89.03,13.51,4.13,2.07,10.11,1
BFP327,Mango raita (Aam ka raita),bfp_manual,,,,283.41,67.37,8.23,3.9,2.14,7.87,0.89
BFP328,Guava raita (Amarood ka raita),bfp_manual,,,,270.82,64.36,7.27,4.19,2.07,6.71,3
BFP329,Grapes raita (Angoor ka raita),bfp_manual,,,,305.29,72.59,9.66,3.98,2.07,8.51,0.71
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),bfp_manual,,,,353.53,84.07,10,2.7,3.86,9.63,0.55
BFP336,Pumpkin kheer (Kaddu ki kheer),bfp_manual,,,,363.06,86.35,10.44,2.76,3.86,10.12,0.63
BFP338,Apple kheer (Seb ki kheer),bfp_manual,,,,342.04,81.3,11.34,2.14,3.18,10.71,0.51
BFP345,Caramel custard (baked),bfp_manual,,,,516.85,122.7,14.95,5.11,5.01,14.92,0
BFP346,Vanilla ice cream without egg,bfp_manual,,,,949.69,228.67,14.21,2.69,18.15,13.45,0
BFP347,Vanilla ice cream with egg,bfp_manual,,,,892.6,214.85,11.71,4.16,17.02,11.69,0
BFP348,Strawberry ice cream,bfp_manual,,,,895.98,215.61,12.26,4.15,16.96,11.6,0
BFP350,Chocochip ice cream,bfp_manual,,,,1004.91,241.45,16.75,4.23,17.93,16.08,0
BFP351,Choconut ice cream,bfp_manual,,,,1144.4,273.96,23.13,5.04,18.49,21.02,0.51
BFP352,Pear chocholate sunday,bfp_manual,,,,764.31,183.49,15.02,2.08,13.11,14.41,0.07
BFP353,Chocolate sauce,bfp_manual,,,,1108,263.2,43.21,1.91,10.39,42.06,0
BFP354,Coffee ice cream,bfp_manual,,,,633.02,150.62,14.09,3.15,9.43,13.35,0
BFP355,Coffee pear alaska,bfp_manual,,,,851.25,203.99,19.36,2.88,13.22,16.88,0.15
BFP356,Crunchy butterscotch,bfp_manual,,,,1153.63,277.32,19.92,3.11,20.99,17.73,0.47
BFP358,Peach melba ice cream,bfp_manual,,,,834.73,200.85,16.31,2.06,14.51,13.35,0.06
BFP359,Vanilla ice cream with apples in hot cherry sauce,bfp_manual,,,,818.69,196.32,22.75,1.73,11.45,14.19,0.26
BFP361,Grape and orange whip,bfp_manual,,,,238.51,57.39,6.72,1.41,2.62,5.66,0.97
BFP362,Honey banana cream,bfp_manual,,,,523.14,125.49,13.64,2.78,6.68,10.51,0.7
BFP363,Raspberry bavarian cream,bfp_manual,,,,628.33,150.1,17.82,3.34,7.88,15.3,2.19
BFP364,Fruit delight,bfp_manual,,,,446.81,107.09,9.11,2.09,7.09,9.03,0.09
BFP365,Creamy chocolate mousse,bfp_manual,,,,957.52,230.52,9.53,6.85,18.16,8.99,0
BFP366,Cold lemon souffle,bfp_manual,,,,711.96,169.87,15.62,5.89,9.78,13.88,0
BFP367,Cold orange souffle,bfp_manual,,,,725.84,173.19,16.27,5.94,9.82,14.42,0.11
BFP368,Cold pineapple souffle,bfp_manual,,,,759.7,181.22,16.85,6.23,10.39,14.99,0
BFP369,Cold vanilla souffle,bfp_manual,,,,752.42,179.54,16.29,6.22,10.32,14.49,0
BFP370,Cold chocolate souffle,bfp_manual,,,,785.84,187.53,17.22,6.37,10.86,15.31,0
BFP371,Stewed fruit (with pear),bfp_manual,,,,314.9,74.32,18.22,0.25,0.32,17.67,2.84
BFP372,Apricot fool,bfp_manual,,,,1004.77,240.79,33.64,1.54,11.35,21.29,1
BFP373,Pavlova,bfp_manual,,,,838.74,200.6,21.84,1.84,12.29,20.37,0.06
BFP379,Apple crumb pudding,bfp_manual,,,,926.97,220.85,35.17,1.54,8.87,27.69,1.33
BFP380,Steamed cake with chocolate sauce,bfp_manual,,,,1258.71,301.91,29.06,4.49,19.01,19.72,0.29
BFP382,Hot lemon souffle,bfp_manual,,,,650.28,155.25,16.31,5.29,7.93,12.07,0.14
BFP386,Gulab jamun with milk powder,bfp_manual,,,,1953.29,471.15,28.24,0.85,40.15,27.04,0.05
BFP388,Chum chum,bfp_manual,,,,551.69,130.05,28.27,1.52,1.92,27.84,0.02
BFP389,Dil bahar,bfp_manual,,,,551.69,130.05,28.27,1.52,1.92,27.84,0.02
BFP390,Rasbhari,bfp_manual,,,,551.69,130.05,28.27,1.52,1.92,27.84,0.02
BFP391,Rajbogh,bfp_manual,,,,566.87,133.7,28.16,1.71,2.28,27.66,0.11
BFP392,Rasgulla,bfp_manual,,,,503.26,118.64,25.79,1.38,1.75,25.4,0.01
BFP393,Rasmalai,bfp_manual,,,,574.94,135.55,29.17,1.61,2.11,28.71,0.07
BFP396,Khoa coconut burfi,bfp_manual,,,,1729.94,411.45,36.55,9.98,26.01,35.6,4.07
BFP397,Danedar burfi,bfp_manual,,,,431.87,102.68,12.33,3.24,4.72,11.98,0.09
BFP401,Semolina burfi (Suji/Rava burfi),bfp_manual,,,,1457.24,348.67,47.1,3.47,16.86,28.67,2.8
BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),bfp_manual,,,,781.62,186.18,17.02,1.75,12.66,16.11,4.29
BFP404,Khoa ladoo,bfp_manual,,,,1664.44,396.02,34.43,12.21,24.09,33.37,3.08
BFP406,Wheat and gram flour ladoo (Atta besan ladoo),bfp_manual,,,,2093.53,501.7,50.5,9.38,29.86,18.46,6.01
BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),bfp_manual,,,,1839.11,441.84,48.02,5.44,25.45,19.79,4.27
BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),bfp_manual,,,,1183,282.74,50.49,8.5,4.66,36.48,5.54
BFP413,Murmura chikki,bfp_manual,,,,1062,253.82,59.59,2.12,0.32,48.27,0.37
BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),bfp_manual,,,,2272.16,551.64,6.48,2.05,57.61,1.58,1.44
BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),bfp_manual,,,,2753.79,668.76,5.55,2.22,71.01,0.27,1.34
BFP420,Chicken pakora/pakoda,bfp_manual,,,,2431.97,590.09,4.55,6.03,60.98,0.22,0.96
BFP421,Fish pakora/pakoda,bfp_manual,,,,2377.29,577.03,4.55,5.97,59.52,0.22,0.96
BFP424,Paneer cutlet,bfp_manual,,,,2770.44,672.2,7.62,4.59,69.38,2.52,0.39
BFP425,Sago cutlet/vadas (Sabudana cutlet/vadas),bfp_manual,,,,2302.72,558.76,11.23,0.56,56.97,0.1,0.54
BFP427,Poshtik cutlet,bfp_manual,,,,2045.08,496.45,7.39,2,50.94,0.32,1.35
BFP428,Egg cutlet (Anda cutlet),bfp_manual,,,,2367.91,575.02,5.77,2.45,60.25,0.2,0.58
BFP430,Minced meat cutlet,bfp_manual,,,,2192.59,531.86,5.61,5.1,54.47,0.31,0.4
BFP431,Vegetable samosa,bfp_manual,,,,1826.47,443.11,13.22,2.21,42.22,0.74,1.52
BFP436,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),bfp_manual,,,,3069.41,745.5,9.7,4.39,76.32,0.16,2.27
BFP437,Masala urad dal vada,bfp_manual,,,,2898.74,703.78,9.93,4.32,71.62,0.7,2.71
BFP439,Khaman (dhokla),bfp_manual,,,,228.09,54.73,5.36,1.92,2.8,1.36,1.49
BFP440,Instant dhokla,bfp_manual,,,,869.35,207.11,24.11,7.66,9.37,6.86,3.57
BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),bfp_manual,,,,187.09,44.66,9.11,1.05,0.32,6.31,2.14
BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),bfp_manual,,,,182.85,43.65,8.22,1.53,0.36,5.48,2.63
BFP444,Coriander chutney (Hare dhaniye ki chutney),bfp_manual,,,,179.55,42.86,8.16,1.38,0.37,5.5,2.47
BFP445,Gooseberry chutney (Amla chutney),bfp_manual,,,,179.98,43.02,8.83,1.44,0.62,0.06,4.58
BFP446,Walnut chutney (Akhrot ki chutney),bfp_manual,,,,1550.66,370.43,8.91,9.44,33.46,4.4,3.04
BFP447,Saunth/Sonth chutney with ginger,bfp_manual,,,,354.01,84.22,20.62,0.28,0.11,19.04,0.31
BFP448,Gun powder chutney,bfp_manual,,,,1306.86,312.34,47.65,21.55,2.67,1.16,13.95
BFP450,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),bfp_manual,,,,1447.2,346.36,36.72,12.88,15.88,10.41,13.16
BFP451,Curd mint dip,bfp_manual,,,,320.89,76.13,9.11,4.82,2.44,7.83,0.77
BFP452,Curd vegetable dip,bfp_manual,,,,236.81,56.21,6.04,3.88,1.94,5.42,0.63
BFP453,Mayonnaise vegetable dip,bfp_manual,,,,996.69,241.27,4.8,3.01,23.44,4.39,0.41
BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),bfp_manual,,,,633.31,150.68,20.51,4.03,6.31,1.79,2.1
BFP456,Tomato sandwich (grilled),bfp_manual,,,,796.46,189.92,21.29,6.26,9.39,2.58,1.91
BFP457,French sandwich (toasted),bfp_manual,,,,780.59,186.75,14.82,6.82,11.51,1.82,1.37
BFP458,Peanut butter cucumber sandwich,bfp_manual,,,,1022.44,243.33,29.76,9.04,10.56,2.91,3.35
BFP459,Mint and peanut sandwich,bfp_manual,,,,1149.34,273.59,31.83,7.18,13.88,2.78,3.67
BFP460,Spicy chutney sandwich,bfp_manual,,,,1050.8,249.58,34.03,8.74,9.58,3.96,3.73
BFP461,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),bfp_manual,,,,1196.23,285.78,22.62,12.58,16.77,1.77,1.53
BFP463,Rolled sandwich,bfp_manual,,,,1229.14,293.07,34.69,6.45,15.29,2.7,2.07
BFP466,Ribbon sandwich,bfp_manual,,,,1001.35,239.26,24.76,6.26,13.37,4.66,2.92
BFP467,Checker board sandwich,bfp_manual,,,,1451.9,348.37,25.94,7.37,24.65,2.9,2.22
BFP468,Submarine sandwich,bfp_manual,,,,899.78,216.92,13.6,6.09,15.32,2.5,1.24
BFP470,Cheese open sandwich,bfp_manual,,,,1149.18,274.07,28.42,9.84,14.24,3.24,1.74
BFP471,Sunset and sunrise open sandwich,bfp_manual,,,,1008.85,241.31,18.89,8.58,15.14,1.95,1.39
BFP472,Danish luncheon sandwich,bfp_manual,,,,812.59,193.82,17.77,9.03,10.1,1.13,1.52
BFP473,Chicken and corn open sandwich,bfp_manual,,,,789.41,188.16,19.21,8.63,8.83,2.48,1.67
BFP476,Chocolate sponge cake,bfp_manual,,,,1011.33,239.86,39.54,9.13,5.51,25,0.52
BFP478,Chocolate swiss roll,bfp_manual,,,,1275.42,306.08,26.97,6.01,19.76,18.83,0.29
BFP479,Lemon curd filling,bfp_manual,,,,945.72,225.62,26.41,3.43,12.58,26.13,0
BFP480,Jam filling,bfp_manual,,,,772.43,184.62,46.15,0,0,41.54,0
BFP482,Chocolate pastry,bfp_manual,,,,1022.02,243.37,32.24,7.05,10.12,22.34,0.32
BFP483,Assorted pastry,bfp_manual,,,,968.81,230.74,31.99,6.78,8.91,19.7,0.43
BFP484,Orange gateau,bfp_manual,,,,748.22,178.05,27.01,4.78,6.02,18.33,0.68
BFP485,Black forest gateau,bfp_manual,,,,915.48,217.82,30.57,5.94,8.58,21.97,0.28
BFP489,Lemon cake,bfp_manual,,,,1560.33,373.85,43.1,5.29,20.63,25.84,0.62
BFP491,Dundee cake,bfp_manual,,,,1656.16,396.62,41.4,7.78,22.7,21.3,1.81
BFP492,Victorian sandwich cake,bfp_manual,,,,1557.31,373.09,44.74,5.18,19.83,28.18,0.59
BFP495,Chocolate eggless cake,bfp_manual,,,,1308.4,312.01,43.45,6.66,13.19,34.2,0.32
BFP496,Orange eggless cake,bfp_manual,,,,1491.28,355.62,52.65,7.16,13.82,37.87,0.56
BFP498,Chocolate glace icing,bfp_manual,,,,1832.75,436.29,62.43,3.22,20.8,59.88,0
BFP499,Butter icing,bfp_manual,,,,2099.69,500.72,71.64,0.19,25.37,71.64,0
BFP500,Chocolate butter icing,bfp_manual,,,,1967.95,469.59,61.72,3.21,24.77,59.82,0
BFP502,Almond biscuit (Badam ke biscuit),bfp_manual,,,,1702.04,407.74,52.14,6.25,19.7,22.19,1.5
BFP505,Orange biscuit,bfp_manual,,,,1488.94,354.78,62.11,3.63,11.01,42.63,0.75
BFP506,Gingerman biscuit,bfp_manual,,,,1495.83,357.43,55.24,6.26,12.73,21.64,2
BFP507,Coffee drops,bfp_manual,,,,1850.76,443.07,43.06,7.57,27.16,18.27,1.88
BFP508,Christmas biscuit,bfp_manual,,,,1697.5,406.07,60.97,5.67,15.88,26.01,2.17
BFP509,Christmas wreath biscuit,bfp_manual,,,,1613.81,386.05,58.07,5.43,15.01,24.89,2.28
BFP510,Christmas bell biscuit,bfp_manual,,,,1692.4,404.85,60.79,5.66,15.84,25.94,2.33
BFP511,Christmas star biscuit,bfp_manual,,,,1652.38,392.03,74.54,3.54,10.04,53.05,1.47
BFP512,Christmas tree biscuit,bfp_manual,,,,1612.1,385.63,58.41,5.43,15,24.77,2.65
BFP513,Chocolate cream shells,bfp_manual,,,,1786.52,427.17,59.26,5.1,19.34,34.72,0.9
BFP516,Jelly biscuit,bfp_manual,,,,1695.15,404.61,55.24,4.23,19.33,29.76,2.02
BFP517,Cherry and walnut cookies,bfp_manual,,,,1772.21,422.6,59.35,5.63,18.75,30.37,1.3
BFP518,Cheese straws,bfp_manual,,,,1586.28,382,30.61,9.83,24.28,1.79,1.29
BFP519,Butterfly biscuit,bfp_manual,,,,1418.18,341.45,25.33,9.98,22.11,2.44,1.02
BFP521,Flan pastry,bfp_manual,,,,1851.27,445.8,47.84,6.72,25.04,6.22,1.58
BFP522,Fruit flan,bfp_manual,,,,1087.8,261.35,34.71,3.3,12.48,9.52,0.71
BFP523,Orange cream flan,bfp_manual,,,,1173.35,280.28,36.16,4.73,13.59,25.27,0.63
BFP527,Fruit puree tart,bfp_manual,,,,1190.17,286.5,30.42,3.35,16.83,9.79,1.31
BFP529,Apple banana pie,bfp_manual,,,,1017.17,243.99,32.12,3.13,11.39,12.96,1.89
BFP531,Lemon chiffon pie,bfp_manual,,,,1079.99,259.31,27.63,4.88,14.52,11.39,0.66
BFP532,Orange chiffon pie,bfp_manual,,,,864.81,207.57,23.14,3.89,11.16,10.46,0.7
BFP534,Cream buns,bfp_manual,,,,895.95,215.74,14.16,4.45,15.81,5.95,0.31
BFP535,Savoury puffs,bfp_manual,,,,793.43,190.79,10.8,9.51,15.24,4.51,0.33
BFP536,Choux swans,bfp_manual,,,,898.83,216.34,14.92,4.35,15.6,6.13,0.35
BFP539,Potato aigrettes,bfp_manual,,,,2182.95,530.03,8.01,2.35,54.24,0.73,0.45
BFP541,Cream horns,bfp_manual,,,,1687.81,408.23,23.12,3.42,33.55,7.12,0.6
BFP542,Savoury cheese horns,bfp_manual,,,,1224.1,295.15,21.38,5.66,20.71,2.74,0.73
BFP544,Paneer patties,bfp_manual,,,,1403.85,338.58,22.79,7.6,23.96,4.04,1.18
BFP545,Vegetable patties,bfp_manual,,,,1084.76,261.92,20.98,4.01,17.74,1.49,2.62
